interaction_id,user_id,product_id,event_type,device,timestamp,session_id
INT_000979,U0464,20,view,mobile_app,2026-01-13 21:13:57,SESS_92571
INT_006590,U0376,8,view,mobile_app,2026-01-13 21:15:14,SESS_68969
INT_001829,U0239,3,view,mobile_app,2026-01-13 21:19:10,SESS_41047
INT_005243,U0179,1,view,mobile_app,2026-01-13 21:20:06,SESS_88210
INT_008872,U0274,3,click,desktop_browser,2026-01-13 21:20:57,SESS_96686
INT_008090,U0094,15,view,desktop_browser,2026-01-13 21:27:59,SESS_53235
INT_006775,U0179,14,click,desktop_browser,2026-01-13 21:43:08,SESS_70340
INT_006281,U0272,1,view,mobile_app,2026-01-13 21:52:22,SESS_36759
INT_003037,U0076,7,view,desktop_browser,2026-01-13 21:58:04,SESS_68430
INT_009485,U0063,17,view,mobile_app,2026-01-13 22:08:57,SESS_93605
INT_001975,U0459,4,view,desktop_browser,2026-01-13 22:09:23,SESS_36582
INT_000881,U0334,12,click,mobile_app,2026-01-13 22:10:00,SESS_25802
INT_001743,U0088,4,click,desktop_browser,2026-01-13 22:18:28,SESS_77331
INT_000690,U0283,5,view,mobile_app,2026-01-13 22:23:18,SESS_81115
INT_005966,U0470,19,click,mobile_app,2026-01-13 22:25:10,SESS_30825
INT_006260,U0277,4,view,desktop_browser,2026-01-13 22:29:17,SESS_94554
INT_001149,U0073,20,view,mobile_app,2026-01-13 22:31:39,SESS_92527
INT_004710,U0259,4,view,mobile_app,2026-01-13 22:43:15,SESS_28521
INT_006552,U0338,4,click,desktop_browser,2026-01-13 22:43:38,SESS_75127
INT_002068,U0437,9,add_to_cart,mobile_app,2026-01-13 22:46:04,SESS_49519
INT_004044,U0025,9,view,mobile_app,2026-01-13 22:46:21,SESS_71138
INT_005079,U0460,13,view,desktop_browser,2026-01-13 22:46:50,SESS_97557
INT_002312,U0252,13,add_to_cart,desktop_browser,2026-01-13 22:52:28,SESS_95134
INT_006418,U0477,4,click,desktop_browser,2026-01-13 22:53:25,SESS_41837
INT_004463,U0294,4,view,mobile_app,2026-01-13 22:53:27,SESS_23845
INT_000461,U0102,13,view,mobile_app,2026-01-13 23:09:28,SESS_68488
INT_004663,U0113,2,view,desktop_browser,2026-01-13 23:12:48,SESS_22345
INT_004301,U0288,7,click,desktop_browser,2026-01-13 23:13:16,SESS_90716
INT_009762,U0479,13,view,mobile_app,2026-01-13 23:17:00,SESS_28130
INT_006153,U0124,20,view,desktop_browser,2026-01-13 23:22:04,SESS_60383
INT_001890,U0211,17,add_to_cart,desktop_browser,2026-01-13 23:25:59,SESS_81965
INT_002081,U0300,13,view,mobile_app,2026-01-13 23:34:03,SESS_38352
INT_009327,U0015,1,view,mobile_app,2026-01-13 23:36:53,SESS_74782
INT_006924,U0091,1,purchase,mobile_app,2026-01-13 23:37:43,SESS_88327
INT_006469,U0291,1,purchase,mobile_app,2026-01-13 23:39:04,SESS_97045
INT_009658,U0179,6,view,mobile_app,2026-01-13 23:41:29,SESS_99439
INT_008620,U0288,1,view,mobile_app,2026-01-13 23:41:53,SESS_40916
INT_009882,U0300,17,add_to_cart,mobile_app,2026-01-13 23:54:29,SESS_62882
INT_001999,U0070,11,view,mobile_app,2026-01-13 23:59:43,SESS_78692
INT_004650,U0017,5,click,mobile_app,2026-01-14 00:00:14,SESS_44078
INT_007937,U0426,12,view,desktop_browser,2026-01-14 00:00:32,SESS_25751
INT_006869,U0452,16,click,desktop_browser,2026-01-14 00:00:58,SESS_31783
INT_001382,U0226,4,click,mobile_app,2026-01-14 00:08:41,SESS_26656
INT_002508,U0032,2,click,mobile_app,2026-01-14 00:09:26,SESS_57214
INT_006632,U0267,7,click,desktop_browser,2026-01-14 00:14:35,SESS_65836
INT_001519,U0389,10,view,mobile_app,2026-01-14 00:17:28,SESS_91479
INT_005230,U0374,15,add_to_cart,mobile_app,2026-01-14 00:22:00,SESS_56872
INT_006761,U0232,7,view,desktop_browser,2026-01-14 00:25:58,SESS_26550
INT_000792,U0145,16,view,desktop_browser,2026-01-14 00:30:04,SESS_10963
INT_006804,U0346,20,view,desktop_browser,2026-01-14 00:39:07,SESS_92246
INT_007715,U0483,18,view,desktop_browser,2026-01-14 00:39:12,SESS_39779
INT_007005,U0045,1,click,desktop_browser,2026-01-14 00:41:41,SESS_81339
INT_007983,U0483,4,view,desktop_browser,2026-01-14 00:42:11,SESS_71976
INT_002375,U0189,19,view,desktop_browser,2026-01-14 00:58:46,SESS_92578
INT_008337,U0174,13,view,desktop_browser,2026-01-14 01:02:39,SESS_54129
INT_001795,U0148,10,view,desktop_browser,2026-01-14 01:09:10,SESS_27112
INT_000179,U0325,15,view,mobile_app,2026-01-14 01:10:24,SESS_36473
INT_008374,U0270,12,click,mobile_app,2026-01-14 01:18:34,SESS_67343
INT_005292,U0437,9,click,desktop_browser,2026-01-14 01:20:00,SESS_82082
INT_004310,U0123,9,click,mobile_app,2026-01-14 01:20:38,SESS_68607
INT_003382,U0283,6,click,desktop_browser,2026-01-14 01:25:56,SESS_47803
INT_006531,U0093,11,view,mobile_app,2026-01-14 01:48:35,SESS_22863
INT_006781,U0444,9,view,mobile_app,2026-01-14 01:50:26,SESS_58476
INT_003444,U0459,19,view,desktop_browser,2026-01-14 01:57:13,SESS_21279
INT_002927,U0264,17,click,mobile_app,2026-01-14 01:58:14,SESS_14987
INT_009731,U0301,8,click,mobile_app,2026-01-14 01:59:31,SESS_34199
INT_005936,U0249,7,view,mobile_app,2026-01-14 02:07:41,SESS_30181
INT_002638,U0079,18,click,desktop_browser,2026-01-14 02:07:46,SESS_45602
INT_004230,U0487,1,view,desktop_browser,2026-01-14 02:09:07,SESS_44200
INT_005946,U0349,4,purchase,mobile_app,2026-01-14 02:19:28,SESS_29260
INT_005990,U0299,5,view,mobile_app,2026-01-14 02:22:06,SESS_57547
INT_000984,U0110,19,add_to_cart,mobile_app,2026-01-14 02:24:38,SESS_74003
INT_006752,U0336,13,view,desktop_browser,2026-01-14 02:34:33,SESS_87018
INT_000051,U0164,18,view,desktop_browser,2026-01-14 02:42:53,SESS_57648
INT_002761,U0427,14,add_to_cart,desktop_browser,2026-01-14 02:43:04,SESS_60290
INT_001185,U0412,7,view,desktop_browser,2026-01-14 02:54:33,SESS_53623
INT_000134,U0302,14,click,mobile_app,2026-01-14 02:56:41,SESS_56442
INT_001052,U0247,10,view,mobile_app,2026-01-14 02:57:46,SESS_53740
INT_003845,U0304,18,view,mobile_app,2026-01-14 03:04:20,SESS_63962
INT_008634,U0209,6,view,desktop_browser,2026-01-14 03:05:35,SESS_30207
INT_005846,U0153,14,view,mobile_app,2026-01-14 03:14:41,SESS_33192
INT_002979,U0251,13,add_to_cart,mobile_app,2026-01-14 03:18:42,SESS_23048
INT_001097,U0095,20,view,mobile_app,2026-01-14 03:23:27,SESS_41091
INT_006683,U0497,6,view,desktop_browser,2026-01-14 03:23:59,SESS_18855
INT_007078,U0275,6,view,desktop_browser,2026-01-14 03:26:31,SESS_52736
INT_003468,U0332,11,click,mobile_app,2026-01-14 03:27:58,SESS_49913
INT_006849,U0482,10,purchase,mobile_app,2026-01-14 03:29:10,SESS_32904
INT_000299,U0075,18,view,mobile_app,2026-01-14 03:29:10,SESS_38350
INT_000280,U0469,18,view,mobile_app,2026-01-14 03:34:33,SESS_38467
INT_007663,U0175,17,view,desktop_browser,2026-01-14 03:35:15,SESS_86469
INT_002978,U0005,15,view,mobile_app,2026-01-14 03:37:48,SESS_83237
INT_007659,U0324,11,view,mobile_app,2026-01-14 03:40:41,SESS_57074
INT_002107,U0207,9,click,mobile_app,2026-01-14 03:47:07,SESS_86008
INT_000025,U0365,9,add_to_cart,desktop_browser,2026-01-14 03:53:34,SESS_75048
INT_007060,U0476,5,view,desktop_browser,2026-01-14 03:58:03,SESS_54468
INT_004572,U0220,6,purchase,mobile_app,2026-01-14 03:58:48,SESS_46169
INT_007753,U0456,12,view,desktop_browser,2026-01-14 04:04:29,SESS_21608
INT_006846,U0342,11,view,mobile_app,2026-01-14 04:10:31,SESS_32836
INT_009389,U0135,5,purchase,desktop_browser,2026-01-14 04:12:09,SESS_45425
INT_009311,U0118,10,view,desktop_browser,2026-01-14 04:23:18,SESS_37653
INT_001445,U0123,12,click,mobile_app,2026-01-14 04:28:12,SESS_46719
INT_008221,U0356,20,view,desktop_browser,2026-01-14 04:32:27,SESS_26381
INT_006546,U0032,9,view,mobile_app,2026-01-14 04:39:04,SESS_47001
INT_004168,U0223,10,click,mobile_app,2026-01-14 04:41:40,SESS_62125
INT_003243,U0075,7,view,mobile_app,2026-01-14 04:46:00,SESS_55439
INT_005092,U0370,8,view,desktop_browser,2026-01-14 04:46:50,SESS_10039
INT_003047,U0353,2,view,mobile_app,2026-01-14 04:58:32,SESS_93675
INT_003062,U0212,8,purchase,mobile_app,2026-01-14 05:01:18,SESS_42365
INT_001900,U0357,16,view,mobile_app,2026-01-14 05:05:19,SESS_87652
INT_009936,U0085,2,view,desktop_browser,2026-01-14 05:17:56,SESS_81728
INT_003023,U0357,3,view,desktop_browser,2026-01-14 05:25:44,SESS_43559
INT_008487,U0217,6,click,mobile_app,2026-01-14 05:26:50,SESS_84891
INT_002502,U0032,8,add_to_cart,mobile_app,2026-01-14 05:30:01,SESS_57369
INT_007088,U0225,16,click,desktop_browser,2026-01-14 05:33:19,SESS_44652
INT_002694,U0075,18,click,desktop_browser,2026-01-14 05:33:39,SESS_77724
INT_004593,U0312,1,view,desktop_browser,2026-01-14 05:34:50,SESS_47434
INT_005024,U0277,18,add_to_cart,mobile_app,2026-01-14 05:50:02,SESS_92992
INT_001530,U0446,13,view,desktop_browser,2026-01-14 05:54:49,SESS_86921
INT_003373,U0425,11,add_to_cart,desktop_browser,2026-01-14 05:54:58,SESS_85133
INT_005513,U0083,6,view,mobile_app,2026-01-14 05:59:12,SESS_82291
INT_001719,U0139,2,click,desktop_browser,2026-01-14 06:03:43,SESS_11347
INT_009630,U0450,9,view,desktop_browser,2026-01-14 06:03:44,SESS_14721
INT_006021,U0283,11,view,desktop_browser,2026-01-14 06:07:31,SESS_90180
INT_006845,U0333,14,view,mobile_app,2026-01-14 06:07:46,SESS_58672
INT_005365,U0044,9,view,mobile_app,2026-01-14 06:08:31,SESS_98299
INT_004677,U0036,2,view,mobile_app,2026-01-14 06:08:34,SESS_72615
INT_002877,U0030,18,view,mobile_app,2026-01-14 06:21:35,SESS_72477
INT_001526,U0366,16,view,desktop_browser,2026-01-14 06:25:21,SESS_60844
INT_009538,U0472,6,view,desktop_browser,2026-01-14 06:29:28,SESS_77310
INT_008697,U0044,18,click,mobile_app,2026-01-14 06:29:41,SESS_78557
INT_002131,U0083,12,click,desktop_browser,2026-01-14 06:35:55,SESS_19380
INT_007337,U0126,10,view,desktop_browser,2026-01-14 06:40:33,SESS_37418
INT_007159,U0266,16,click,desktop_browser,2026-01-14 06:46:17,SESS_53727
INT_008233,U0254,16,click,desktop_browser,2026-01-14 06:51:36,SESS_84211
INT_003143,U0259,3,view,desktop_browser,2026-01-14 06:53:47,SESS_96113
INT_001469,U0141,16,click,desktop_browser,2026-01-14 06:56:22,SESS_74381
INT_009309,U0300,11,view,desktop_browser,2026-01-14 07:11:20,SESS_33219
INT_009076,U0334,18,add_to_cart,desktop_browser,2026-01-14 07:21:45,SESS_84872
INT_009796,U0350,16,click,desktop_browser,2026-01-14 07:21:51,SESS_71117
INT_009798,U0239,20,click,mobile_app,2026-01-14 07:24:46,SESS_16077
INT_004152,U0466,14,view,desktop_browser,2026-01-14 07:29:24,SESS_60154
INT_000048,U0119,1,add_to_cart,mobile_app,2026-01-14 07:30:03,SESS_31915
INT_005355,U0268,10,click,mobile_app,2026-01-14 07:34:11,SESS_35048
INT_008989,U0166,12,click,desktop_browser,2026-01-14 07:35:57,SESS_28605
INT_005432,U0121,13,click,mobile_app,2026-01-14 07:36:05,SESS_55291
INT_001481,U0203,9,view,desktop_browser,2026-01-14 07:44:13,SESS_51038
INT_005269,U0441,2,view,mobile_app,2026-01-14 07:46:31,SESS_59022
INT_004260,U0116,12,view,mobile_app,2026-01-14 07:51:10,SESS_89973
INT_000917,U0496,8,view,desktop_browser,2026-01-14 07:52:35,SESS_96666
INT_002574,U0092,1,click,desktop_browser,2026-01-14 07:53:19,SESS_84701
INT_005359,U0161,4,click,mobile_app,2026-01-14 07:57:20,SESS_85337
INT_008076,U0104,2,view,mobile_app,2026-01-14 07:57:37,SESS_11854
INT_000821,U0032,2,click,mobile_app,2026-01-14 08:00:51,SESS_20188
INT_007404,U0190,1,view,mobile_app,2026-01-14 08:01:34,SESS_17293
INT_001773,U0030,15,view,mobile_app,2026-01-14 08:06:30,SESS_45978
INT_007805,U0095,19,view,mobile_app,2026-01-14 08:10:51,SESS_83198
INT_002553,U0353,15,view,desktop_browser,2026-01-14 08:11:14,SESS_37030
INT_005446,U0237,19,click,mobile_app,2026-01-14 08:13:52,SESS_15245
INT_008065,U0206,18,view,mobile_app,2026-01-14 08:16:02,SESS_49961
INT_008475,U0386,19,view,mobile_app,2026-01-14 08:19:41,SESS_54817
INT_006791,U0464,6,view,mobile_app,2026-01-14 08:20:22,SESS_39418
INT_009492,U0489,8,view,desktop_browser,2026-01-14 08:23:31,SESS_31669
INT_001805,U0045,1,view,mobile_app,2026-01-14 08:25:33,SESS_18355
INT_005295,U0445,9,view,mobile_app,2026-01-14 08:25:58,SESS_58843
INT_007125,U0426,18,click,desktop_browser,2026-01-14 08:28:57,SESS_25399
INT_003812,U0256,11,click,desktop_browser,2026-01-14 08:29:38,SESS_53756
INT_009718,U0099,2,add_to_cart,mobile_app,2026-01-14 08:33:59,SESS_52918
INT_006864,U0185,7,view,desktop_browser,2026-01-14 08:39:54,SESS_12506
INT_008852,U0449,8,click,desktop_browser,2026-01-14 08:48:25,SESS_59270
INT_002332,U0242,19,view,mobile_app,2026-01-14 08:59:53,SESS_84600
INT_003835,U0063,13,add_to_cart,mobile_app,2026-01-14 09:04:46,SESS_60401
INT_005358,U0156,7,view,desktop_browser,2026-01-14 09:05:54,SESS_58335
INT_003661,U0002,3,click,mobile_app,2026-01-14 09:12:50,SESS_73556
INT_003850,U0162,20,view,mobile_app,2026-01-14 09:14:27,SESS_46214
INT_008483,U0462,11,view,mobile_app,2026-01-14 09:20:13,SESS_17001
INT_004332,U0003,17,view,mobile_app,2026-01-14 09:26:02,SESS_57269
INT_003281,U0142,11,view,mobile_app,2026-01-14 09:28:09,SESS_89734
INT_007190,U0494,20,view,desktop_browser,2026-01-14 09:32:10,SESS_44352
INT_003185,U0244,10,add_to_cart,desktop_browser,2026-01-14 09:34:53,SESS_55506
INT_007726,U0347,15,purchase,desktop_browser,2026-01-14 09:35:30,SESS_33018
INT_003878,U0271,3,view,mobile_app,2026-01-14 09:38:07,SESS_23355
INT_004246,U0197,13,view,desktop_browser,2026-01-14 09:51:01,SESS_58014
INT_004087,U0474,2,view,mobile_app,2026-01-14 09:51:34,SESS_54797
INT_002582,U0016,14,view,mobile_app,2026-01-14 09:54:04,SESS_50186
INT_000640,U0243,6,click,desktop_browser,2026-01-14 09:54:47,SESS_82112
INT_004825,U0300,2,click,desktop_browser,2026-01-14 10:00:31,SESS_21683
INT_009677,U0160,7,view,mobile_app,2026-01-14 10:05:55,SESS_20547
INT_006814,U0255,18,view,mobile_app,2026-01-14 10:12:12,SESS_28181
INT_004873,U0370,7,view,mobile_app,2026-01-14 10:13:18,SESS_24917
INT_006642,U0155,17,view,mobile_app,2026-01-14 10:14:44,SESS_24065
INT_003874,U0279,17,view,mobile_app,2026-01-14 10:15:47,SESS_16762
INT_002286,U0084,18,view,mobile_app,2026-01-14 10:16:29,SESS_17418
INT_001875,U0391,19,view,desktop_browser,2026-01-14 10:19:41,SESS_22655
INT_003525,U0155,3,view,desktop_browser,2026-01-14 10:20:27,SESS_68709
INT_009617,U0285,7,view,mobile_app,2026-01-14 10:26:22,SESS_31265
INT_003752,U0236,19,view,desktop_browser,2026-01-14 10:36:47,SESS_21680
INT_009772,U0260,19,view,mobile_app,2026-01-14 10:38:47,SESS_93964
INT_007650,U0274,16,purchase,desktop_browser,2026-01-14 10:41:30,SESS_12531
INT_000668,U0234,3,purchase,desktop_browser,2026-01-14 10:47:23,SESS_86641
INT_003310,U0325,20,view,mobile_app,2026-01-14 11:00:47,SESS_40434
INT_000313,U0266,19,click,desktop_browser,2026-01-14 11:09:10,SESS_40592
INT_008509,U0276,19,add_to_cart,mobile_app,2026-01-14 11:20:31,SESS_14570
INT_005057,U0283,3,click,mobile_app,2026-01-14 11:23:25,SESS_38423
INT_005541,U0104,19,view,desktop_browser,2026-01-14 11:23:29,SESS_10716
INT_001930,U0007,14,view,desktop_browser,2026-01-14 11:23:32,SESS_62027
INT_005192,U0460,5,click,desktop_browser,2026-01-14 11:30:26,SESS_93924
INT_007103,U0180,13,view,mobile_app,2026-01-14 11:50:14,SESS_84229
INT_007489,U0430,8,view,desktop_browser,2026-01-14 11:50:42,SESS_69551
INT_004291,U0423,8,click,desktop_browser,2026-01-14 11:51:47,SESS_17671
INT_005327,U0140,20,add_to_cart,mobile_app,2026-01-14 12:03:47,SESS_50137
INT_000862,U0110,9,view,desktop_browser,2026-01-14 12:07:22,SESS_27718
INT_000132,U0136,13,add_to_cart,mobile_app,2026-01-14 12:11:40,SESS_75992
INT_002155,U0107,5,click,mobile_app,2026-01-14 12:28:58,SESS_11817
INT_007217,U0492,18,view,desktop_browser,2026-01-14 12:29:46,SESS_91881
INT_009659,U0345,9,view,mobile_app,2026-01-14 12:34:24,SESS_32255
INT_003300,U0447,17,click,mobile_app,2026-01-14 12:37:47,SESS_96822
INT_006203,U0206,16,click,mobile_app,2026-01-14 12:40:16,SESS_86420
INT_008245,U0134,10,view,desktop_browser,2026-01-14 12:40:40,SESS_53493
INT_001305,U0092,6,view,mobile_app,2026-01-14 12:43:07,SESS_82109
INT_003936,U0157,14,view,desktop_browser,2026-01-14 12:52:49,SESS_77493
INT_006424,U0050,5,view,mobile_app,2026-01-14 12:56:16,SESS_44146
INT_003673,U0337,10,click,desktop_browser,2026-01-14 12:56:42,SESS_40154
INT_008309,U0123,9,view,mobile_app,2026-01-14 12:59:19,SESS_60631
INT_002563,U0342,15,view,desktop_browser,2026-01-14 13:00:13,SESS_72186
INT_005077,U0267,3,add_to_cart,mobile_app,2026-01-14 13:00:33,SESS_49740
INT_004711,U0281,3,click,desktop_browser,2026-01-14 13:05:24,SESS_25823
INT_003262,U0278,18,view,mobile_app,2026-01-14 13:06:39,SESS_74618
INT_008373,U0008,4,view,mobile_app,2026-01-14 13:12:12,SESS_36233
INT_005480,U0492,15,view,mobile_app,2026-01-14 13:14:16,SESS_86004
INT_000948,U0273,13,view,desktop_browser,2026-01-14 13:14:47,SESS_98361
INT_004637,U0374,18,view,desktop_browser,2026-01-14 13:16:18,SESS_62247
INT_001817,U0245,4,view,desktop_browser,2026-01-14 13:37:05,SESS_29178
INT_005074,U0118,7,view,desktop_browser,2026-01-14 13:39:12,SESS_40626
INT_004082,U0130,20,view,mobile_app,2026-01-14 13:49:39,SESS_11269
INT_001826,U0131,4,view,desktop_browser,2026-01-14 13:51:13,SESS_50336
INT_009095,U0067,15,view,mobile_app,2026-01-14 13:53:48,SESS_91027
INT_005845,U0107,13,view,desktop_browser,2026-01-14 13:54:55,SESS_75470
INT_000323,U0374,18,add_to_cart,mobile_app,2026-01-14 14:00:42,SESS_25585
INT_002417,U0185,1,view,desktop_browser,2026-01-14 14:09:08,SESS_94796
INT_003961,U0484,14,view,desktop_browser,2026-01-14 14:11:13,SESS_55968
INT_004910,U0134,14,click,desktop_browser,2026-01-14 14:17:12,SESS_42162
INT_009420,U0191,13,click,mobile_app,2026-01-14 14:18:05,SESS_50322
INT_001610,U0134,8,click,desktop_browser,2026-01-14 14:18:44,SESS_11220
INT_009773,U0429,17,view,mobile_app,2026-01-14 14:20:21,SESS_33920
INT_000724,U0237,11,view,desktop_browser,2026-01-14 14:24:38,SESS_26856
INT_009016,U0329,12,view,desktop_browser,2026-01-14 14:25:44,SESS_95896
INT_007541,U0427,7,purchase,desktop_browser,2026-01-14 14:26:42,SESS_43052
INT_006862,U0295,3,purchase,desktop_browser,2026-01-14 14:30:56,SESS_41973
INT_001224,U0192,7,add_to_cart,mobile_app,2026-01-14 14:31:35,SESS_94581
INT_005032,U0018,18,view,mobile_app,2026-01-14 14:31:46,SESS_75432
INT_003073,U0262,4,view,mobile_app,2026-01-14 14:40:44,SESS_39837
INT_009571,U0277,4,view,mobile_app,2026-01-14 14:43:56,SESS_12761
INT_000072,U0382,16,view,desktop_browser,2026-01-14 14:45:11,SESS_66856
INT_005945,U0085,2,view,desktop_browser,2026-01-14 14:46:46,SESS_99995
INT_004847,U0224,7,click,desktop_browser,2026-01-14 14:48:33,SESS_58194
INT_002826,U0487,13,view,desktop_browser,2026-01-14 14:52:25,SESS_37029
INT_001301,U0483,4,view,mobile_app,2026-01-14 14:59:19,SESS_37229
INT_009040,U0380,20,view,mobile_app,2026-01-14 15:01:25,SESS_94043
INT_005261,U0383,2,purchase,mobile_app,2026-01-14 15:11:54,SESS_40839
INT_003876,U0104,5,click,desktop_browser,2026-01-14 15:13:21,SESS_84190
INT_006198,U0089,3,view,mobile_app,2026-01-14 15:14:30,SESS_10093
INT_003498,U0240,3,click,mobile_app,2026-01-14 15:15:02,SESS_49961
INT_007919,U0361,10,click,mobile_app,2026-01-14 15:18:13,SESS_64254
INT_007412,U0031,18,click,mobile_app,2026-01-14 15:24:46,SESS_30647
INT_009090,U0058,16,view,mobile_app,2026-01-14 15:28:42,SESS_75896
INT_005559,U0182,11,view,desktop_browser,2026-01-14 15:34:46,SESS_27315
INT_005855,U0064,13,view,desktop_browser,2026-01-14 15:50:15,SESS_75785
INT_008106,U0442,18,view,mobile_app,2026-01-14 15:52:14,SESS_47876
INT_001941,U0381,13,view,mobile_app,2026-01-14 15:56:44,SESS_56686
INT_005375,U0326,6,click,mobile_app,2026-01-14 15:56:55,SESS_21021
INT_002655,U0133,16,click,mobile_app,2026-01-14 15:59:22,SESS_57760
INT_009692,U0227,12,view,mobile_app,2026-01-14 16:02:30,SESS_13557
INT_009606,U0073,13,click,desktop_browser,2026-01-14 16:04:29,SESS_91254
INT_008680,U0441,6,view,desktop_browser,2026-01-14 16:04:36,SESS_11553
INT_002981,U0302,1,purchase,desktop_browser,2026-01-14 16:05:57,SESS_30448
INT_003385,U0252,4,view,mobile_app,2026-01-14 16:06:48,SESS_84510
INT_009934,U0030,11,view,mobile_app,2026-01-14 16:22:14,SESS_81974
INT_006371,U0262,4,view,mobile_app,2026-01-14 16:28:02,SESS_45833
INT_009830,U0162,3,view,mobile_app,2026-01-14 16:28:54,SESS_48663
INT_007026,U0410,5,view,mobile_app,2026-01-14 16:34:20,SESS_47787
INT_000484,U0094,19,view,desktop_browser,2026-01-14 16:35:02,SESS_45911
INT_004821,U0486,5,click,desktop_browser,2026-01-14 16:43:44,SESS_21166
INT_002734,U0312,16,click,desktop_browser,2026-01-14 16:50:56,SESS_18006
INT_002082,U0240,9,view,mobile_app,2026-01-14 16:51:22,SESS_96135
INT_006806,U0486,19,view,desktop_browser,2026-01-14 16:59:28,SESS_36921
INT_001980,U0389,13,purchase,mobile_app,2026-01-14 17:00:28,SESS_78570
INT_004280,U0005,12,add_to_cart,mobile_app,2026-01-14 17:10:01,SESS_13925
INT_008327,U0048,3,click,desktop_browser,2026-01-14 17:12:35,SESS_38677
INT_006963,U0444,1,view,mobile_app,2026-01-14 17:15:15,SESS_19575
INT_002448,U0248,3,click,desktop_browser,2026-01-14 17:20:16,SESS_77978
INT_005003,U0010,3,view,desktop_browser,2026-01-14 17:22:48,SESS_91130
INT_006520,U0309,7,add_to_cart,mobile_app,2026-01-14 17:32:05,SESS_79327
INT_005853,U0427,10,view,mobile_app,2026-01-14 17:34:15,SESS_47889
INT_001696,U0348,2,click,mobile_app,2026-01-14 17:34:34,SESS_12875
INT_009534,U0493,3,add_to_cart,desktop_browser,2026-01-14 17:35:10,SESS_60327
INT_007241,U0263,13,purchase,desktop_browser,2026-01-14 17:39:32,SESS_10405
INT_005011,U0230,17,click,desktop_browser,2026-01-14 17:40:22,SESS_87576
INT_000178,U0436,13,click,desktop_browser,2026-01-14 17:44:20,SESS_60186
INT_003064,U0168,19,view,desktop_browser,2026-01-14 17:47:15,SESS_23016
INT_000702,U0213,10,view,mobile_app,2026-01-14 17:49:42,SESS_37840
INT_003570,U0133,8,click,desktop_browser,2026-01-14 17:52:38,SESS_97522
INT_000029,U0328,16,view,mobile_app,2026-01-14 17:55:31,SESS_68129
INT_005917,U0471,5,click,mobile_app,2026-01-14 17:58:04,SESS_13981
INT_001584,U0247,9,click,desktop_browser,2026-01-14 18:04:39,SESS_52746
INT_007112,U0059,8,view,desktop_browser,2026-01-14 18:08:32,SESS_50391
INT_009451,U0276,19,view,desktop_browser,2026-01-14 18:11:38,SESS_75203
INT_006741,U0119,16,view,mobile_app,2026-01-14 18:11:42,SESS_78010
INT_007534,U0379,10,click,desktop_browser,2026-01-14 18:29:42,SESS_94429
INT_003737,U0357,14,click,desktop_browser,2026-01-14 18:30:14,SESS_14243
INT_009502,U0323,14,add_to_cart,mobile_app,2026-01-14 18:31:35,SESS_89874
INT_004180,U0037,16,view,desktop_browser,2026-01-14 18:43:02,SESS_90315
INT_002295,U0346,15,click,desktop_browser,2026-01-14 18:44:44,SESS_22525
INT_007946,U0227,20,view,mobile_app,2026-01-14 18:45:53,SESS_17226
INT_001425,U0108,3,click,mobile_app,2026-01-14 18:46:51,SESS_93639
INT_005204,U0275,15,view,desktop_browser,2026-01-14 19:02:24,SESS_36277
INT_008466,U0029,19,click,desktop_browser,2026-01-14 19:07:22,SESS_87107
INT_002664,U0421,7,view,mobile_app,2026-01-14 19:16:09,SESS_34433
INT_009918,U0397,8,view,desktop_browser,2026-01-14 19:24:18,SESS_30495
INT_001524,U0322,9,view,mobile_app,2026-01-14 19:33:02,SESS_75018
INT_009394,U0342,11,view,desktop_browser,2026-01-14 19:43:30,SESS_53056
INT_002606,U0169,3,view,mobile_app,2026-01-14 19:50:24,SESS_87722
INT_003877,U0322,3,view,desktop_browser,2026-01-14 19:52:40,SESS_45844
INT_006027,U0204,7,view,desktop_browser,2026-01-14 20:15:26,SESS_28734
INT_000036,U0024,20,view,desktop_browser,2026-01-14 20:23:29,SESS_69697
INT_007263,U0093,7,view,desktop_browser,2026-01-14 20:23:57,SESS_58192
INT_007019,U0050,20,view,mobile_app,2026-01-14 20:27:33,SESS_47925
INT_000405,U0228,1,view,desktop_browser,2026-01-14 20:31:07,SESS_64321
INT_004922,U0302,13,click,mobile_app,2026-01-14 20:34:16,SESS_72484
INT_003996,U0314,2,view,mobile_app,2026-01-14 20:36:51,SESS_10474
INT_009413,U0414,3,add_to_cart,desktop_browser,2026-01-14 20:39:21,SESS_89572
INT_000340,U0052,4,view,desktop_browser,2026-01-14 20:44:29,SESS_99398
INT_003642,U0156,11,click,desktop_browser,2026-01-14 20:46:30,SESS_33064
INT_004192,U0151,19,view,mobile_app,2026-01-14 20:48:43,SESS_79133
INT_003406,U0053,19,purchase,mobile_app,2026-01-14 20:53:03,SESS_37184
INT_009131,U0177,16,view,desktop_browser,2026-01-14 21:02:04,SESS_20462
INT_002101,U0170,15,view,desktop_browser,2026-01-14 21:02:43,SESS_87068
INT_002293,U0204,10,purchase,desktop_browser,2026-01-14 21:10:26,SESS_51637
INT_002592,U0187,4,view,mobile_app,2026-01-14 21:12:12,SESS_21454
INT_001573,U0428,13,view,desktop_browser,2026-01-14 21:19:51,SESS_14651
INT_003774,U0205,20,view,mobile_app,2026-01-14 21:24:13,SESS_44097
